filename,label
hks-0003.scale.1.txt,2
hks-0001.isometry.4.txt,0
hks-0001.shotnoise.5.txt,0
hks-0002.holes.1.txt,1
hks-0001.sampling.1.txt,0
hks-0003.noise.3.txt,2
hks-0003.holes.4.txt,2
hks-0003.noise.4.txt,2
hks-0003.scale.5.txt,2
hks-0001.topology.1.txt,0
hks-0001.holes.1.txt,0
hks-0003.topology.4.txt,2
hks-0002.null.0.txt,1
hks-0002.topology.4.txt,1
hks-0003.localscale.2.txt,2
hks-0001.microholes.3.txt,0
hks-0002.topology.5.txt,1
hks-0002.topology.2.txt,1
hks-0003.localscale.3.txt,2
hks-0001.localscale.2.txt,0
hks-0003.sampling.1.txt,2
hks-0002.sampling.3.txt,1
hks-0002.microholes.5.txt,1
hks-0001.noise.3.txt,0
hks-0003.isometry.3.txt,2
hks-0002.holes.3.txt,1
hks-0002.noise.1.txt,1
hks-0002.microholes.3.txt,1
hks-0001.noise.1.txt,0
hks-0001.noise.5.txt,0
hks-0003.topology.1.txt,2
hks-0003.localscale.4.txt,2
hks-0001.holes.2.txt,0
hks-0003.localscale.5.txt,2
hks-0001.topology.4.txt,0
hks-0002.noise.4.txt,1
hks-0002.scale.4.txt,1
hks-0001.topology.5.txt,0
hks-0003.scale.4.txt,2
hks-0003.holes.2.txt,2
hks-0002.microholes.4.txt,1
hks-0003.microholes.2.txt,2
hks-0003.shotnoise.1.txt,2
hks-0001.holes.3.txt,0
hks-0003.microholes.4.txt,2
hks-0003.sampling.4.txt,2
hks-0001.microholes.2.txt,0
hks-0002.topology.3.txt,1
hks-0003.holes.1.txt,2
hks-0003.microholes.1.txt,2
hks-0003.scale.2.txt,2
hks-0001.shotnoise.2.txt,0
hks-0002.localscale.2.txt,1
hks-0001.topology.2.txt,0
hks-0002.sampling.2.txt,1
hks-0002.shotnoise.2.txt,1
hks-0002.shotnoise.4.txt,1
hks-0001.holes.5.txt,0
hks-0003.shotnoise.3.txt,2
hks-0001.localscale.3.txt,0
hks-0001.sampling.3.txt,0
hks-0001.sampling.5.txt,0
hks-0003.noise.1.txt,2
hks-0003.isometry.4.txt,2
hks-0001.localscale.1.txt,0
hks-0002.scale.2.txt,1
hks-0002.isometry.1.txt,1
hks-0001.scale.3.txt,0
hks-0003.localscale.1.txt,2
hks-0001.scale.1.txt,0
hks-0003.sampling.2.txt,2
hks-0003.shotnoise.2.txt,2
hks-0002.isometry.2.txt,1
hks-0002.sampling.1.txt,1
hks-0002.scale.5.txt,1
hks-0001.scale.4.txt,0
hks-0003.microholes.5.txt,2
hks-0002.localscale.4.txt,1
hks-0001.shotnoise.4.txt,0
hks-0002.localscale.5.txt,1
